"location";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country";"osm_key";"osm_value";"lon";"lat";"msg"
"74100, Annemasse , France";"104959";"R";"Annemasse";NA;NA;"74100";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,2341093;46,1934005;NA
"01631, Cern cedex, France";"174883471";"W";"CERN - SPS BA2";NA;NA;"01630";"Saint-Genis-Pouilly";"Auvergne-Rhône-Alpes";"France";"landuse";"industrial";6,04506226742375;46,25083825;NA
"74041, Annecy, France";"102480";"R";"Annecy";NA;NA;"74000";"Annecy";"Auvergne-Rhône-Alpes";"France";"boundary";"administrative";6,135465100226;45,88975045;NA
"2520, LA NEUVEVILLE, Switzerland";"1682521";"R";"La Neuveville";NA;NA;"2520";NA;"Bern";"Switzerland";"place";"village";7,0927997;47,0637688;NA
"01170, Gex, France";"139156";"R";"Gex";NA;NA;"01170";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,0588831;46,3324378;NA
"01003, Bourg-en-Bresse, France";"140253";"R";"Bourg-en-Bresse";NA;NA;"01000";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";5,2250324;46,2051192;NA
"74105, Annemasse , France";"104959";"R";"Annemasse";NA;NA;"74100";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,2341093;46,1934005;NA
"74201, THONON-LES-BAINS, France";"105786";"R";"Thonon-les-Bains";NA;NA;"74200";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,4779448;46,3731303;NA
"1347, Le Sentier, Switzerland";"130293701";"N";"Le Sentier";NA;NA;"1347";NA;"Vaud";"Switzerland";"place";"village";6,2314896;46,606022;NA
"69002, Lyon, France";"10680";"R";"Lyon 2e Arrondissement";NA;NA;"69002";"Lyon";"Auvergne-Rhône-Alpes";"France";"boundary";"administrative";4,82273705730061;45,74623735;NA
"1204 , Genève, Switzerland";"15256700";"W";"Conservatoire de Musique de Genève";"5";"Place de Neuve";"1204";"Geneva";"Geneva";"Switzerland";"amenity";"music_school";6,14253649734719;46,20087385;NA
"2800, Delémont, Switzerland";"1685596";"R";"Delémont";NA;NA;"2800";NA;"Jura";"Switzerland";"place";"town";7,354039;47,3619609;NA
"25610, Arc-et-Senans, France";"108661";"R";"Arc-et-Senans";NA;NA;"25610";NA;"Bourgogne-Franche-Comté";"France";"place";"village";5,7818173;47,0332329;NA
"3000, Berne, Switzerland";"540598097";"N";"Poststelle 3000 Bern 22 Breitenrain";"20";"Scheibenstrasse";"3014";"Bern";"Bern";"Switzerland";"amenity";"post_office";7,4541007;46,9607553;NA
"25500, LE BELIEU, France";"146190";"R";"Le Bélieu";NA;NA;"25500";NA;"Bourgogne-Franche-Comté";"France";"place";"village";6,6353206;47,1200223;NA
"73375, LE BOURGET DU LAC, France";"110996339";"W";"INES - Institut National de l'Energie Solaire";"50";"Avenue du Lac Léman";"73375";"Le Bourget-du-Lac";"Auvergne-Rhône-Alpes";"France";"office";"research";5,87469845478723;45,643314;NA
"1800, Charnoz-sur-Ain, France";"149287";"R";"Charnoz-sur-Ain";NA;NA;"01800";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";5,22412;45,8697;NA
"74370, SAINT-MARTIN BELLEVUE, France";"103805";"R";"Saint-Martin-Bellevue";NA;NA;"74370";"Fillière";"Auvergne-Rhône-Alpes";"France";"boundary";"administrative";6,13901398594497;45,973566;NA
"1205, Genève, Switzerland";"2260098";"R";"Plainpalais";NA;NA;"1205";"Geneva";"Geneva";"Switzerland";"place";"suburb";6,1409078;46,1974025;NA
"25043, Besançon , France";"103599";"R";"Besançon";NA;NA;"25000";NA;"Bourgogne-Franche-Comté";"France";"place";"city";6,0243246;47,237953;NA
"1207, Genève, Switzerland";"60018172";"N";"Jet d'eau";NA;"Eaux-Vives";"1207";"Geneva";"Geneva";"Switzerland";"tourism";"attraction";6,1558742;46,2073778;NA
"69425, Lyon, France";"120965";"R";"Lyon";NA;NA;NA;NA;"Auvergne-Rhône-Alpes";"France";"place";"city";4,8320114;45,7578137;NA
"74160, Archamps Technopôle, France";"1725008840";"N";"Archamps-Technopole";NA;NA;"74160";"Archamps";"Auvergne-Rhône-Alpes";"France";"place";"neighbourhood";6,1203614;46,1387951;NA
"1228, Plan-les-Ouates, Switzerland";"1685523";"R";"Plan-les-Ouates";NA;NA;"1228";NA;"Geneva";"Switzerland";"place";"town";6,117887;46,1683113;NA
"90300, Cravanche, France";"75623";"R";"Cravanche";NA;NA;"90300";NA;"Bourgogne-Franche-Comté";"France";"place";"village";6,8370264;47,6555773;NA
"73375, Le Bourget-du-Lac, France";"110996339";"W";"INES - Institut National de l'Energie Solaire";"50";"Avenue du Lac Léman";"73375";"Le Bourget-du-Lac";"Auvergne-Rhône-Alpes";"France";"office";"research";5,87469845478723;45,643314;NA
"74400, Chamonix, France";"104836";"R";"Chamonix-Mont-Blanc";NA;NA;"74400";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,8727506;45,9246705;NA
"74201, THONON-LES-BAINS CEDEX, France";"105786";"R";"Thonon-les-Bains";NA;NA;"74200";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,4779448;46,3731303;NA
"1500, Ambérieu-en-Bugey, France";"827589172";"N";"Espace 1500";NA;"Avenue de Verdun";"01500";"Ambérieu-en-Bugey";"Auvergne-Rhône-Alpes";"France";"highway";"bus_stop";5,3477132;45,959388;NA
"1401, Yverdon-les-Bains, Switzerland";"482665524";"W";"Avenue des Bains";NA;NA;"1401";"Yverdon-les-Bains";"Vaud";"Switzerland";"highway";"primary";6,6490625;46,7731933;NA
"68060, Mulhouse Cedex , France";"582286079";"W";"Rue de Mulhouse";NA;NA;"68000";"Colmar";"Grand Est";"France";"highway";"tertiary";7,3418112;48,071502;NA
"1630, Bulle, Switzerland";"128496662";"W";"Rue de Palud";NA;NA;"1630";"Bulle";"Fribourg";"Switzerland";"highway";"residential";7,0645745;46,6230421;NA
"74400, Chamonix-Mont-Blanc, France";"104836";"R";"Chamonix-Mont-Blanc";NA;NA;"74400";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,8727506;45,9246705;NA
"1400, Yverdon-les-Bains, Switzerland";"1167735";"R";"Château d'Yverdon";NA;"Château d'Yverdon";"1400";"Yverdon-les-Bains";"Vaud";"Switzerland";"historic";"castle";6,64131201694455;46,77822135;NA
"25048, BESANCON CEDEX, France";"220676470";"W";"Rue de Besançon";NA;NA;"25480";"Miserey-Salines";"Bourgogne-Franche-Comté";"France";"highway";"residential";5,9818408;47,2859536;NA
"1094, Paudex, Switzerland";"1685093";"R";"Paudex";NA;NA;"1094";NA;"Vaud";"Switzerland";"place";"village";6,6732336;46,5056892;NA
"01000, Bourg-en-Bresse, France";"140253";"R";"Bourg-en-Bresse";NA;NA;"01000";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";5,2250324;46,2051192;NA
"1211, Geneva 3, Switzerland";"14363105";"W";"Trade Fair Geneva";NA;"Route François-Peyrot";"1218";"Le Grand-Saconnex";"Geneva";"Switzerland";"amenity";"exhibition_center";6,11801372372896;46,2352916;NA
"2300, La Chaux-de-Fonds, Switzerland";"548442700";"W";"La Ronde";NA;NA;"2300";"La Chaux-de-Fonds";"Neuchâtel";"Switzerland";"waterway";"stream";6,8562573;47,1263375;NA
"25200, MONTBELIARD, France";"115177";"R";"Montbéliard";NA;NA;"25200";NA;"Bourgogne-Franche-Comté";"France";"place";"town";6,7977564;47,5102368;NA
"2900, Porrentruy, Switzerland";"1685622";"R";"Porrentruy";NA;NA;"2900";NA;"Jura";"Switzerland";"place";"village";7,0761342;47,4171297;NA
"74805, La Roche-sur-Foron, France";"75202";"R";"La Roche-sur-Foron";NA;NA;"74800";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,312594;46,0671561;NA
"3003, Bern, Switzerland";"255675972";"W";"FDFA";"3";"Bundesgasse";"3003";"Bern";"Bern";"Switzerland";"office";"government";7,44253715679137;46,9462017;NA
"73800, Francin, France";"113505";"R";"Francin";NA;NA;"73800";"Porte-de-Savoie";"Auvergne-Rhône-Alpes";"France";"boundary";"administrative";6,03203897307024;45,49339055;NA
"74703, SALLANCHES, France";"75324";"R";"Sallanches";NA;NA;"74700";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,6302551;45,9361246;NA
"69500, Bron, France";"164214";"R";"Bron";NA;NA;"69500";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";4,9092352;45,7337532;NA
"1211, Genève 8, Switzerland";"186640026";"W";NA;"8";"Rue Chabrey";"1211";"Geneva";"Geneva";"Switzerland";"building";"yes";6,12954639441673;46,2159485;NA
"25370, Hôpitaux Vieux (Les), France";"104178";"R";"Les Hôpitaux-Vieux";NA;NA;"25370";NA;"Bourgogne-Franche-Comté";"France";"place";"village";6,3674648;46,7894082;NA
"74370, Pringy, France";"103391";"R";"Pringy";NA;NA;"74370";"Annecy";"Auvergne-Rhône-Alpes";"France";"boundary";"administrative";6,1190921639805;45,95475725;NA
"1025, St-Sulpice, Switzerland";"265498665";"W";"Ecole de St-Sulpice";NA;"Chemin des Pâquis";"1025";"Saint-Sulpice";"Vaud";"Switzerland";"amenity";"school";6,56113044430587;46,5126493;NA
"01100, Bellignat, France";"36209";"R";"Bellignat";NA;NA;"01100";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";5,6293467;46,2418811;NA
"38054, Grenoble, France";"80348";"R";"Grenoble";NA;NA;NA;NA;"Auvergne-Rhône-Alpes";"France";"place";"city";5,7357819;45,1875602;NA
"69007, LYON, France";"1557141157";"N";"Lyon 7e Arrondissement";NA;NA;"69007";"Lyon";"Auvergne-Rhône-Alpes";"France";"place";"suburb";4,84189;45,7457551;NA
"25470, CHARMAUVILLERS, France";"139182";"R";"Charmauvillers";NA;NA;"25470";NA;"Bourgogne-Franche-Comté";"France";"place";"village";6,91741;47,2384;NA
"2340, Le Noirmont, Switzerland";"1685608";"R";"Le Noirmont";NA;NA;"2340";NA;"Jura";"Switzerland";"place";"village";6,9567612;47,2243743;NA
"39400, Morez, France";"140800";"R";"Morez";NA;NA;"39400";"Hauts de Bienne";"Bourgogne-Franche-Comté";"France";"boundary";"administrative";6,01616871446755;46,5270731;NA
"9700-851 , Angra do Hero, Portugal";"8493594";"R";"Angra do Heroísmo";NA;NA;"9700-179";"Angra do Heroísmo";"Azores";"Portugal";"boundary";"administrative";-27,2054369744779;38,6600845;NA
"9701-851, Angra do Hero, Portugal";"8493594";"R";"Angra do Heroísmo";NA;NA;"9700-179";"Angra do Heroísmo";"Azores";"Portugal";"boundary";"administrative";-27,2054369744779;38,6600845;NA
"9701-851, Angra do Heroísmo, Portugal";"8493594";"R";"Angra do Heroísmo";NA;NA;"9700-179";"Angra do Heroísmo";"Azores";"Portugal";"boundary";"administrative";-27,2054369744779;38,6600845;NA
"9500-247, Ponta Delgada - Azores, Portugal";"161115674";"W";"Rua Azores Park";NA;NA;"9500-702";"Rosto do Cão (São Roque)";"Azores";"Portugal";"highway";"tertiary";-25,6247182;37,7715354;NA
"38003, Santa Cruz de Tenerife (Canarias), Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"38320, La Laguna - Tenerife (Canarias), Spain";"585624491";"W";"Carreteras Cabildo Insular de Tenerife";NA;NA;"38320";"San Cristóbal de La Laguna";"Canary Islands";"Spain";"landuse";"industrial";-16,2943188136765;28,45895165;NA
"35002, Las Palmas de Gran Canaria (Canarias), Spain";"2214683";"R";"Gran Canaria";NA;NA;"35006";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"island";-15,6062305376665;27,9580004;NA
"35017, Las Palmas de Gran Canaria (Canarias), Spain";"341081";"R";"Valsequillo de Gran Canaria";NA;NA;"35217";NA;"Canary Islands";"Spain";"boundary";"administrative";-15,4982519319253;27,9818509;NA
"38009, Santa Cruz de Tenerife (Canarias), Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"35071, Las Palmas de Gran Canaria - Canarias, Spain";"8512369";"R";"Gran Canaria Bus";"52";NA;"35010";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"landuse";"garages";-15,4550433187448;28,1178058;NA
"35200, Tede - Gran Canaria - Canarias, Spain";"32298034";"W";"Calle Gran Capitán";NA;NA;"35200";"Telde";"Canary Islands";"Spain";"highway";"residential";-15,4192162;27,9857535;NA
"38004, Santa Cruz de Tenerife - Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"38009, Santa Cruz de Tenerife - Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"38270, Valle Guerra - La Laguna  - Canarias, Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"38071, Santa Cruz de Tenerife - Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"38005, Santa Cruz de Tenerife. - Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"38003, Santa Cruz de Tenerife - Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"35417, Arucas - Gran Canaria - Canarias, Spain";"6103725197";"N";"Arcas Canarias Spain";"44";"Calle Sao Paulo";"35009";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"shop";"convenience";-15,4196512;28,1579336;NA
"35017, Las Palmas de Gran Canaria - Canarias, Spain";"341081";"R";"Valsequillo de Gran Canaria";NA;NA;"35217";NA;"Canary Islands";"Spain";"boundary";"administrative";-15,4982519319253;27,9818509;NA
"35200, TELDE - Canarias, Spain";"205206576";"W";"Barranco Real de Telde";NA;NA;"35200";"Telde";"Canary Islands";"Spain";"waterway";"stream";-15,4318055;27,9918069;NA
"38207, La Laguna - Canarias, Spain";"253584013";"W";"Rectorado Universidad de La Laguna";NA;"Calle Molinos de Agua";"38201";"San Cristóbal de La Laguna";"Canary Islands";"Spain";"amenity";"university";-16,3128346404747;28,48470425;NA
"35005, Las Palmas de Gran Canaria - Canarias, Spain";"2214683";"R";"Gran Canaria";NA;NA;"35006";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"island";-15,6062305376665;27,9580004;NA
"9000-081, Funchal - Madeira, Portugal";"109928782";"W";"Rua das Mercês";NA;NA;"9000-081 FUNCHAL";"Funchal (São Pedro)";"Madeira";"Portugal";"highway";"residential";-16,9113721;32,6510253;NA
"9000-066, Funchal - Madeira, Portugal";"25255071";"N";"Funchal";NA;NA;"9000-072";NA;"Madeira";"Portugal";"place";"city";-16,9086783;32,6496497;NA
"9500-040, Ponta Delgada - Azores, Portugal";"161115674";"W";"Rua Azores Park";NA;NA;"9500-702";"Rosto do Cão (São Roque)";"Azores";"Portugal";"highway";"tertiary";-25,6247182;37,7715354;NA
"35003, LAS PALMAS DE GRAN CANARIA - Canarias, Spain";"2214683";"R";"Gran Canaria";NA;NA;"35006";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"island";-15,6062305376665;27,9580004;NA
"38009, SANTA CRUZ DE TENERIFE - Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"35004, Las Palmas de Gran Canaria - Canarias, Spain";"2214683";"R";"Gran Canaria";NA;NA;"35006";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"island";-15,6062305376665;27,9580004;NA
"35014, Las Palmas de Gran Canaria - Canarias, Spain";"248459021";"W";"Comandancia Naval de Las Palmas de Gran Canaria";NA;NA;"35004";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"landuse";"military";-15,4196037090455;28,1138262;NA
"38001, Santa Cruz de Tenerife - Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"35007, Las Palmas de Gran Canaria - Canarias, Spain";"2214683";"R";"Gran Canaria";NA;NA;"35006";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"island";-15,6062305376665;27,9580004;NA
"35003, Las Palmas de Gran Canaria - Canarias, Spain";"2214683";"R";"Gran Canaria";NA;NA;"35006";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"island";-15,6062305376665;27,9580004;NA
"9004-515, Funchal - Madeira, Portugal";"25255071";"N";"Funchal";NA;NA;"9000-072";NA;"Madeira";"Portugal";"place";"city";-16,9086783;32,6496497;NA
"9000-528, Funchal  - Madeira, Portugal";"25255071";"N";"Funchal";NA;NA;"9000-072";NA;"Madeira";"Portugal";"place";"city";-16,9086783;32,6496497;NA
"9701-851, Terra Chã - Azores, Portugal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"35200, Telde, Las Palmas - Canarias, Spain";"5443704024";"N";"Montaña de las Palmas";NA;NA;"35200";"Telde";"Canary Islands";"Spain";"natural";"peak";-15,4540103;27,9973065;NA
"38003, Santa Cruz de Tenerife -Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"35014, Las Palmas GC - Canarias, Spain";"246157202";"W";"GC-3";NA;NA;"35013";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"highway";"motorway";-15,4463894;28,0846763;NA
"38020, La Laguna - Canarias, Spain";"253584013";"W";"Rectorado Universidad de La Laguna";NA;"Calle Molinos de Agua";"38201";"San Cristóbal de La Laguna";"Canary Islands";"Spain";"amenity";"university";-16,3128346404747;28,48470425;NA
"38009, S/C DE TENERIFE - Canarias, Spain";"73380937";"W";"Parlamento de Canarias";NA;"Calle de Juan Padrón";"38002";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"office";"government";-16,2520773427338;28,46760325;NA
"38007, Santa Cruz de Tenerife - Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"35002, Las Palmas de Gran Canaria - Canarias, Spain";"2214683";"R";"Gran Canaria";NA;NA;"35006";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"island";-15,6062305376665;27,9580004;NA
"35017, Las Palmas de G.C. - Canarias, Spain";"1710220537";"N";"Siete Palmas";NA;NA;"35019";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"suburb";-15,4527866;28,100544;NA
"35016, Las Palmas de Gran Canaria - Canarias, Spain";"2214683";"R";"Gran Canaria";NA;NA;"35006";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"island";-15,6062305376665;27,9580004;NA
"35008, Las Palmas de Gran Canaria - Canarias, Spain";"2214683";"R";"Gran Canaria";NA;NA;"35006";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"place";"island";-15,6062305376665;27,9580004;NA
"38009	 , Santa Cruz de Tenerife, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"38005, Santa Cruz de Tenerife - Canarias, Spain";"77758574";"W";"Ayuntamiento de Santa Cruz de Tenerife";NA;"Calle de Méndez Núñez";"38001";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"historic";"monument";-16,2545644167495;28,4699247;NA
"38001, Sta. Cruz de Tenerife - Canarias, Spain";"5735207606";"N";"Springfield";NA;"Calle del Castillo";"38002";"Santa Cruz de Tenerife";"Canary Islands";"Spain";"shop";"fashion";-16,2525596;28,4673518;NA
"35071, Las Palmas de Gran Canaria (Canarias), Spain";"8512369";"R";"Gran Canaria Bus";"52";NA;"35010";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"landuse";"garages";-15,4550433187448;28,1178058;NA
"35003, Las Palmas  - Canarias, Spain";"30918985";"W";"Base Naval Las Palmas";NA;NA;"35008";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"landuse";"military";-15,4275534629808;28,13639485;NA
"38017, STA CRUZ DE TENERIFE - Canarias, Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"38611, Granadilla de Abona - Canarias, Spain";"101943974";"W";"Avenida Abona";NA;NA;"38611";"Granadilla de Abona";"Canary Islands";"Spain";"highway";"secondary";-16,5591163;28,0853386;NA
"35003, Las Palmas - Canarias, Spain";"30918985";"W";"Base Naval Las Palmas";NA;NA;"35008";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"landuse";"military";-15,4275534629808;28,13639485;NA
"38071, San Cristóbal de La Laguna - Canarias, Spain";"2586863909";"N";"Springfield";NA;"Calle Herradores";"38203";"San Cristóbal de La Laguna";"Canary Islands";"Spain";"shop";"clothes";-16,3166195;28,4880002;NA
"35071, La Laguna - Canarias, Spain";"38109676";"W";"Laguna Piloto de Depuración Natural";NA;NA;"E-35018";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"landuse";"reservoir";-15,4564422561214;28,0732014;NA
"35071, Las Palmas de G.C. - Canarias, Spain";"30913395";"W";"Cementerio de Las Palmas";NA;NA;"35001";"Las Palmas de Gran Canaria";"Canary Islands";"Spain";"landuse";"cemetery";-15,4130160560465;28,0953818;NA
