"Programme";"Acronym";"Project.Partner";"Lead.Partner";"Street";"Postal.code";"Town";"Country";"Website";"Department";"Legal.Status";"Country.code";"NUTS1..or.equivalent.";"NUTS2..or.equivalent.";"NUTS3..or.equivalent.";"location";"Postal.code2";"location2";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country.x";"osm_key";"osm_value";"lon.x";"lat.x";"msg";"lon.y";"lat.y";"type";"loctype";"north";"south";"east";"west";"locality";"country.y";"postal_code";"administrative_area_level_1";"SourceGeoCode";"TownLowerCase";"CountrySimplified";"CountryGeoCode";"CountryGeocodeSimplified"
"2000 - 2006 Finland - Estonia (FI-EE)";"ECOSENSE ";"Svenska Lantbrukssällskapens förbund";"Yes";"Elisabetsgatan 21 B 12";"170";"Helsingfors";"Finland";"";"";"";"FI Finland / SUOMI / FINLAND";"FI1  / MANNER-SUOMI";"FI1B  / Helsinki-Uusimaa";"FI1B1  / Helsinki-Uusimaa";"170, Helsingfors, Finland";"170";"Helsingfors, Finland";"31235335";"W";"Finland";NA;NA;"1711";"Parañaque";NA;"Philippines";"highway";"residential";121,035506;14,4833309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"helsingfors";"Finland";"Philippines";"Philippines"
"2000 - 2006 Finland - Estonia (FI-EE)";"FinEst Business Network";"Länsi-Uudenmaan Yrityskeskus (Lykes) Oy";"Yes";"Kauppakatu 6";"8100";"Lohja";"Finland";"";"";"";"FI Finland / SUOMI / FINLAND";"FI1  / MANNER-SUOMI";"FI1B  / Helsinki-Uusimaa";"FI1B1  / Helsinki-Uusimaa";"8100, Lohja, Finland";"8100";"Lohja, Finland";"52576380";"W";"Finlandia";NA;NA;"110103";"Loja";"Loja";"Ecuador";"highway";"residential";-79,2147998;-4,0086714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"lohja";"Finland";"Ecuador";"Ecuador"
"2000 - 2006 Finland - Estonia (FI-EE)";"ICT Cert ";"Adulta Oy";"Yes";"";"4401";"Jarvenpaa";"Finland";"";"";"";"FI Finland / SUOMI / FINLAND";"FI1  / MANNER-SUOMI";"FI1C  / Etelä-Suomi";"FI1C2  / Kanta-Häme";"4401, Jarvenpaa, Finland";"4401";"Jarvenpaa, Finland";"4945722980";"N";"Embassy of Finland";NA;"Street 88";"44000";"Islamabad";NA;"Pakistan";"amenity";"embassy";73,0893575;33,7206051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"jarvenpaa";"Finland";"Pakistan";"Pakistan"
"2000 - 2006 Finland - Estonia (FI-EE)";"Baltic Sea beyond the surface";"Alleco Oy";"Yes";"Luhdantie 11";"3220";"Tervalampi";"Finland";"";"";"";"FI Finland / SUOMI / FINLAND";"FI1  / MANNER-SUOMI";"FI1B  / Helsinki-Uusimaa";"FI1B1  / Helsinki-Uusimaa";"3220, Tervalampi, Finland";"3220";"Tervalampi, Finland";"69081077";"W";"Finlandia";"8";"Hangbaumstraße";"32257";"Bünde";"North Rhine-Westphalia";"Germany";"amenity";"cafe";8,58389305205078;52,19648965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"tervalampi";"Finland";"Germany";"Germany"
"2000 - 2006 Finland - Estonia (FI-EE)";"Cross-border co-operation in healthy exercise";"University of Turku - Centre for Extension Studies";"Yes";"";"20014";"Turun";"Finland";"";"";"";"FI Finland / SUOMI / FINLAND";"FI1  / MANNER-SUOMI";"FI19  / Länsi-Suomi";"FI196  / Satakunta";"20014, Turun, Finland";"20014";"Turun, Finland";"67828745";"W";"Embassy of Finland";"3301";"Massachusetts Avenue Northwest";"20008:20016";"Washington";"District of Columbia";"United States of America";"amenity";"embassy";-77,0651122504115;38,92446575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"turun";"Finland";"United States of America";"United States of America"
"2000 - 2006 Finland - Estonia (FI-EE)";"Reviving the wooden boat tradition in cross border";"AB Svenska Folkhögskolan SFV Kuggomskolan";"Yes";"Folkhögskolevägen 16";"7945";"Kuggom";"Finland";"";"";"";"FI Finland / SUOMI / FINLAND";"FI1  / MANNER-SUOMI";"FI1B  / Helsinki-Uusimaa";"FI1B1  / Helsinki-Uusimaa";"7945, Kuggom, Finland";"7945";"Kuggom, Finland";"2733652267";"N";"Fitland Meppel";"11A";"Industrieweg";"7944HT";"Meppel";"Drenthe";"The Netherlands";"leisure";"fitness_centre";6,1780788;52,6922832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"kuggom";"Finland";"The Netherlands";"Netherlands"
"2000 - 2006 Finland - Estonia (FI-EE)";"Additional operations: FinEst Business Network";"Lohjan Yrityspalvelukeskus Oy";"Yes";"Kauppakatu 6";"8100";"Lohja";"Finland";"";"";"";"FI Finland / SUOMI / FINLAND";"FI1  / MANNER-SUOMI";"FI1B  / Helsinki-Uusimaa";"FI1B1  / Helsinki-Uusimaa";"8100, Lohja, Finland";"8100";"Lohja, Finland";"52576380";"W";"Finlandia";NA;NA;"110103";"Loja";"Loja";"Ecuador";"highway";"residential";-79,2147998;-4,0086714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"lohja";"Finland";"Ecuador";"Ecuador"
"2000 - 2006 Estonia - Latvia - Russia (EE-LV-RU)";"BORDER SHIP";"Gaujiena municipality";"Yes";"";"4339";"Gaujiena";"Estonia";"http://www.bsrinterreg.net/interreg/eic";"";"";"LV Latvia / LATVIJA";"LV0  / LATVIJA";"LV00  / Latvija";"LV008  / Vidzeme";"4339, Gaujiena, Estonia";"4339";"Gaujiena, Estonia";"33697129";"N";"Gaujiena";NA;NA;"LV-4339";NA;"Vidzeme";"Latvia";"place";"village";26,3999808;57,5164382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"gaujiena";"Estonia";"Latvia";"Latvia"
"2000 - 2006 Estonia - Latvia - Russia (EE-LV-RU)";"Business Meets Culture";"Union of Setomaa Rural Municipalities";"Yes";"";"65302";"Merem";"Estonia";"http://www.bsrinterreg.net/interreg/eic";"";"";"EE Estonia / EESTI";"EE0  / EESTI";"EE00  / Eesti";"EE008  / Lõuna-Eesti";"65302, Merem, Estonia";"65302";"Merem, Estonia";"247343882";"W";"Merelos Street";NA;NA;"6530";"Capoocan";"Leyte";"Philippines";"highway";"residential";124,6418302;11,2932587;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"merem";"Estonia";"Philippines";"Philippines"
"2000 - 2006 Estonia - Latvia - Russia (EE-LV-RU)";"WETLIVONIA";"Municipality Goverment of Häädemeeste";"Yes";"";"86001";"Häädemeeste";"Estonia";"http://www.bsrinterreg.net/interreg/eic";"";"";"EE Estonia / EESTI";"EE0  / EESTI";"EE00  / Eesti";"EE004  / Lääne-Eesti";"86001, Häädemeeste, Estonia";"86001";"Häädemeeste, Estonia";"26351817";"W";"Estonia";NA;NA;"8600651";"Conchali";"Santiago Metropolitan Region";"Chile";"highway";"residential";-70,682286;-33,3772373;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"häädemeeste";"Estonia";"Chile";"Chile"
"2000 - 2006 Euregio Meuse-Rhine  (NL-BE-DE)";"Drielandenpark";"Provincie Limburg - 3de Directie - Ruimtelijke Ordening, Planning en Beleid";"Yes";"";"3500";"Hasselt";"Netherlands";"";"";"";"NL Netherlands / NEDERLAND";"NL4  / ZUID-NEDERLAND";"NL42  / Limburg (NL)";"NL421  / Noord-Limburg";"3500, Hasselt, Netherlands";"3500";"Hasselt, Netherlands";"4169989";"R";"Hasselt";NA;NA;"3500";"Hasselt";"Flanders";"Belgium";"boundary";"administrative";5,33661719442029;50,930358;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"hasselt";"Netherlands";"Belgium";"Belgium"
"2000 - 2006 Latvia - Lithuania - Belarus (LV-LT-BY)";"FLAX Network";"Preili County Council";"Yes";"";"5301";"Preili";"Lithuania";"";"";"";"LT Lithuania / LIETUVA";"LT0  / LIETUVA";"LT00  / Lietuva";"LT003  / Klaipėdos apskritis";"5301, Preili, Lithuania";"5301";"Preili, Lithuania";"1865465";"R";"Preiļi";NA;NA;"LV-5301";NA;"Latgale";"Latvia";"place";"town";26,7266734;56,2937366;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"preili";"Lithuania";"Latvia";"Latvia"
"2000 - 2006 Latvia - Lithuania - Belarus (LV-LT-BY)";"Libraries";"The Plunge Public Library";"Yes";"";"5640";"Plunge";"Lithuania";"";"";"";"LT Lithuania / LIETUVA";"LT0  / LIETUVA";"LT00  / Lietuva";"LT008  / Telšių apskritis";"5640, Plunge, Lithuania";"5640";"Plunge, Lithuania";"140404";"R";"Pluneret";NA;NA;"56400";NA;"Brittany";"France";"place";"village";-2,9571398;47,6756752;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"plunge";"Lithuania";"France";"France"
"2000 - 2006 Sønderjylland - Schleswig (DK-DE)";"IFUN";"IPN - Leibniz-Institut für die Pädagogik der Naturwissenschaften";"Yes";"";"D-24098";"Kiel";"Germany";"";"";"";"DE Germany / DEUTSCHLAND";"DEF  / SCHLESWIG-HOLSTEIN";"DEF0  / Schleswig-Holstein";"DEF02  / Kiel, Kreisfreie Stadt";"D-24098, Kiel, Germany";"D-24098";"Kiel, Germany";"286352537";"W";"Rua Germano Kiel Batista";NA;NA;"39801260";"Teófilo Otoni";"Minas Gerais";"Brazil";"highway";"residential";-41,4779816;-17,8441639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"kiel";"Germany";"Brazil";"Brazil"
"2000 - 2006 Alpenrhein - Bodensee - Hochrhein (AT-DE-CH-LI)";"Information and visitor control in the project Oberstdorf-Fellhorn-Kanzelwand - Kleinwalsertal - Hoher Ifen - Breitachklamm";"Gemeinde Mittelberg";"Yes";"Walserstr. 52";"A-6991";"Riezlern";"Austria";"";"";"";"AT Austria / ÖSTERREICH";"AT3  / WESTÖSTERREICH";"AT34  / Vorarlberg";"AT341  / Bludenz-Bregenzer Wald";"A-6991, Riezlern, Austria";"A-6991";"Riezlern, Austria";"158464741";"W";"Rua Áustria";NA;NA;"69311-137";"Boa Vista";"Roraima";"Brazil";"highway";"residential";-60,7158247;2,8536443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"riezlern";"Austria";"Brazil";"Brazil"
"2000 - 2006 Alpenrhein - Bodensee - Hochrhein (AT-DE-CH-LI)";"Air transportation in Allgäu";"Kleinwalsertal Tourismus";"Yes";"Im Walserhaus";"89568";"Hirschegg";"Austria";"";"";"";"AT Austria / ÖSTERREICH";"AT3  / WESTÖSTERREICH";"AT34  / Vorarlberg";"AT341  / Bludenz-Bregenzer Wald";"89568, Hirschegg, Austria";"89568";"Hirschegg, Austria";"207257257";"W";"Rua Áustria";NA;NA;"89580-000";"Fraiburgo";"Santa Catarina";"Brazil";"highway";"residential";-50,9096803;-27,0292797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"hirschegg";"Austria";"Brazil";"Brazil"
"2000 - 2006 Alpenrhein - Bodensee - Hochrhein (AT-DE-CH-LI)";"Lift and Mountain tram pass in Allgäu";"Kleinwalsertal Tourismus";"Yes";"Im Walserhaus";"89568";"Hirschegg";"Austria";"";"";"";"AT Austria / ÖSTERREICH";"AT3  / WESTÖSTERREICH";"AT34  / Vorarlberg";"AT341  / Bludenz-Bregenzer Wald";"89568, Hirschegg, Austria";"89568";"Hirschegg, Austria";"207257257";"W";"Rua Áustria";NA;NA;"89580-000";"Fraiburgo";"Santa Catarina";"Brazil";"highway";"residential";-50,9096803;-27,0292797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"hirschegg";"Austria";"Brazil";"Brazil"
"2000 - 2006 Alpenrhein - Bodensee - Hochrhein (AT-DE-CH-LI)";"Transboundary Initiative for the Clothing Trade Attitude Improvement";"Innung der Vorarlberger Begkleidungsgewerbe";"Yes";"Wichnergasse 9";"6900";"Feldkirch";"Austria";"";"";"";"AT Austria / ÖSTERREICH";"AT3  / WESTÖSTERREICH";"AT34  / Vorarlberg";"AT342  / Rheintal-Bodenseegebiet";"6900, Feldkirch, Austria";"6900";"Feldkirch, Austria";"48509026";"W";"Alameda Áustria";NA;NA;"69000-000";"Manaus";"Amazonas";"Brazil";"highway";"service";-60,0859061;-3,0749286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"feldkirch";"Austria";"Brazil";"Brazil"
"2000 - 2006 Saxony - Poland (DE-PL)";"Musikfestival DREIKLANG - Opus IV - grenzenlos 2004";"Kultur- und Weiterbildungsgesellschaft Löbau-Zittau mbH";"Yes";"Georgewitzer Str. 56";"2708";"Löbau";"Germany";"";"";"";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2D  / Görlitz";"2708, Löbau, Germany";"2708";"Löbau, Germany";"154132023";"N";"Germanton";NA;NA;"27019";NA;"North Carolina";"United States of America";"place";"hamlet";-80,2309735;36,262771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"löbau";"Germany";"United States of America";"United States of America"
"2000 - 2006 Saxony - Poland (DE-PL)";"Ehrlichthof Rietschen: Umnutzung Wohnhaus Hammerstadt";"Bürgermeisteramt Rietschen";"Yes";"Forsthausweg 2";"2956";"Rietschen";"Germany";"";"";"";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2D  / Görlitz";"2956, Rietschen, Germany";"2956";"Rietschen, Germany";"107208379";"W";"Andres Germana Chua Bldg.";NA;NA;"2906";"Batac";"Ilocos Norte";"Philippines";"landuse";"commercial";120,56489055;18,05656585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"rietschen";"Germany";"Philippines";"Philippines"
"2000 - 2006 Saxony - Poland (DE-PL)";"Erlichthof Rietschen: Umnutzung Wohnhaus Weißkeisel";"Bürgermeisteramt Rietschen";"Yes";"Forsthausweg 2";"2956";"Rietschen";"Germany";"";"";"";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2D  / Görlitz";"2956, Rietschen, Germany";"2956";"Rietschen, Germany";"107208379";"W";"Andres Germana Chua Bldg.";NA;NA;"2906";"Batac";"Ilocos Norte";"Philippines";"landuse";"commercial";120,56489055;18,05656585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"rietschen";"Germany";"Philippines";"Philippines"
"2000 - 2006 Saxony - Poland (DE-PL)";"Erlichthof Rietschen: Scheune Altliebel 45, Dämmung, Heizung";"Bürgermeisteramt Rietschen";"Yes";"Forsthausweg 2";"2956";"Rietschen";"Germany";"";"";"";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2D  / Görlitz";"2956, Rietschen, Germany";"2956";"Rietschen, Germany";"107208379";"W";"Andres Germana Chua Bldg.";NA;NA;"2906";"Batac";"Ilocos Norte";"Philippines";"landuse";"commercial";120,56489055;18,05656585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"rietschen";"Germany";"Philippines";"Philippines"
"2000 - 2006 Saxony - Poland (DE-PL)";"Deutsch - Polnisches Wirtschaftsforum im Niederschlesischen Oberlausitzkreis";"Landratsamt Niederschlesischer Oberlausitzkreis";"Yes";"Robert-Koch-Str.";"2906";"Niesky";"Germany";"";"";"";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2D  / Görlitz";"2906, Niesky, Germany";"2906";"Niesky, Germany";"107208379";"W";"Andres Germana Chua Bldg.";NA;NA;"2906";"Batac";"Ilocos Norte";"Philippines";"landuse";"commercial";120,56489055;18,05656585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"niesky";"Germany";"Philippines";"Philippines"
"2000 - 2006 Saxony - Poland (DE-PL)";"Ausbau der S126 (Halbendorfer Weg) in der Ortsdurchfahrt Weißwasser";"Stadtverwaltung Weißwasser";"Yes";"Marktplatz";"2932";"Weißwasser/O.L.";"Germany";"";"";"";"DE Germany / DEUTSCHLAND";"DEA  / NORDRHEIN-WESTFALEN";"DEA2  / Köln";"DEA23  / Köln, Kreisfreie Stadt";"2932, Weißwasser/O.L., Germany";"2932";"Weißwasser/O.L., Germany";"367355022";"W";NA;"2932";"Capitán Justo Germán de Bermúdez";"B1636EMA";"Vicente López";"Buenos Aires";"Argentina";"place";"house_number";-58,5091756938776;-34,5091312040816;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"weißwasser/o.l.";"Germany";"Argentina";"Argentina"
"2000 - 2006 URBACT I";"ISN";"Manchester";"Yes";"";"CT 06040";"Manchester";"United Kingdom";"";"";"";"UK United Kingdom / UNITED KINGDOM";"UKD  / NORTH WEST (ENGLAND)";"UKD3  / Greater Manchester";"UKD33  / Manchester";"CT 06040, Manchester, United Kingdom";"CT06040";"Manchester, United Kingdom";"158916354";"N";"Manchester Green";NA;NA;"CT 06040";NA;"Connecticut";"United States of America";"place";"hamlet";-72,5003636;41,7850989;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"manchester";"United Kingdom";"United States of America";"United States of America"
"2000 - 2006 URBACT I";"Young People - From Exclusion to Inclusion";"City of Malmö";"Yes";"";"200 49";"Malmö";"Sweden";"";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE22  / Sydsverige";"SE224  / Skåne län";"200 49, Malmö, Sweden";"20049";"Malmö, Sweden";"184291665";"W";"Calle 49 - La Caballada";NA;NA;"20000";"Buenos Aires";"Maldonado";"Uruguay";"highway";"residential";-54,7865642;-34,8830864;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"malmö";"Sweden";"Uruguay";"Uruguay"
"2000 - 2006 Wallonia - Lorraine - Luxemburg (BE-FR-LU)";"Techno-froid";"Haute Ecole R. Schuman";"Yes";"";"6700";"Aarlon";"Belgium";"";"";"";"BE Belgium / BELGIQUE-BELGIË";"BE3  / RÉGION WALLONNE";"BE34  / Prov. Luxembourg (BE)";"BE341  / Arr. Arlon";"6700, Aarlon, Belgium";"6700";"Aarlon, Belgium";"12998064";"W";"Aaron Drive";NA;NA;"67002";"Andover";"Kansas";"United States of America";"highway";"residential";-97,1374011;37,7200437;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"aarlon";"Belgium";"United States of America";"United States of America"
"2000 - 2006 Öresund region (SE-DK)";"A cross-border labor market";"Öresunds-komiteen";"Yes";"Gammel Kongevej 1";"1610";"Copenhagen V";"Denmark";"";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK01  / Hovedstaden";"DK011  / Byen København";"1610, Copenhagen V, Denmark";"1610";"Copenhagen V, Denmark";"16853749";"W";"Copenhagen";NA;NA;"1611";"Manggahan";NA;"Philippines";"highway";"residential";121,0989607;14,6052344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"copenhagen v";"Denmark";"Philippines";"Philippines"
"2000 - 2006 Öresund region (SE-DK)";"Goods trafic model for the Oresund Region";"Planering och Miljö, Danmarks Transport Forskning";"Yes";"Bygningstorvet 116";"2800";"Vest";"Denmark";"";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK01  / Hovedstaden";"DK012  / Københavns omegn";"2800, Vest, Denmark";"2800";"Vest, Denmark";"7301084";"W";"Vest";NA;NA;"2801TX";"Gouda";"South Holland";"The Netherlands";"highway";"residential";4,7070933;52,0078631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"vest";"Denmark";"The Netherlands";"Netherlands"
"2000 - 2006 Öresund region (SE-DK)";"Memory Lane (Minnanes Bro)";"Helsingør Kommune";"Yes";"Stengade 59";"3000";"Helsingor";"Sweden";"";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK01  / Hovedstaden";"DK013  / Nordsjælland";"3000, Helsingor, Sweden";"3000";"Helsingor, Sweden";"21040320";"N";"Elsinore";NA;NA;"3000";NA;"Capital Region of Denmark";"Denmark";"place";"town";12,6136135;56,0345277;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"helsingor";"Sweden";"Denmark";"Denmark"
"2000 - 2006 Öresund region (SE-DK)";"Network within biotechnology and cultural history";"The Foundation Esrum Kloster & Møllegård";"Yes";"Klostergade 11, Esrum";"3230";"Graested";"Denmark";"";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK01  / Hovedstaden";"DK013  / Nordsjælland";"3230, Graested, Denmark";"3230";"Graested, Denmark";"66692034";"W";"Embassy of Denmark";"3200";"Whitehaven Street Northwest";"20008";"Washington";"District of Columbia";"United States of America";"amenity";"embassy";-77,0632605944987;38,9173336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"graested";"Denmark";"United States of America";"United States of America"
"2000 - 2006 Öresund region (SE-DK)";"Pre-study on the possibility of establishing a saddler academy in the Oresund Region";"Stiftelsen Skånes Hantverksyrkescenter";"Yes";"";"4400";"Kalundbo";"Denmark";"";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK02  / Sjælland";"DK022  / Vest- og Sydsjælland";"4400, Kalundbo, Denmark";"4400";"Kalundbo, Denmark";"11811899";"W";"Denmark Avenue";NA;NA;"44102";"Cleveland";"Ohio";"United States of America";"highway";"residential";-81,720447;41,452764;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"kalundbo";"Denmark";"United States of America";"United States of America"
"2000 - 2006 Öresund region (SE-DK)";"Regional analyses- documentation of the integration process in the region of Oresund";"Öresundskomiteen";"Yes";"Gl Kongevej 1";"1610";"Copenhagen V";"Denmark";"";"";"";"DK Denmark / DANMARK";"DK0  / DANMARK";"DK01  / Hovedstaden";"DK011  / Byen København";"1610, Copenhagen V, Denmark";"1610";"Copenhagen V, Denmark";"16853749";"W";"Copenhagen";NA;NA;"1611";"Manggahan";NA;"Philippines";"highway";"residential";121,0989607;14,6052344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"copenhagen v";"Denmark";"Philippines";"Philippines"
"2000 - 2006 Öresund region (SE-DK)";"The willow country";"Vellinge kommun";"Yes";"Norrevångsgatan 3";"23581";"Vellinge";"Sweden";"";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE22  / Sydsverige";"SE224  / Skåne län";"23581, Vellinge, Sweden";"23581";"Vellinge, Sweden";"3483711795";"N";"Embassy of Sweden";"111";"Somerset Road";"238163";"Singapore";NA;"Singapore";"amenity";"embassy";103,8373501;1,3003702;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"vellinge";"Sweden";"Singapore";"Singapore"
"2000 - 2006 ESPON I";"Lisbon strategy";"CEIS - Centre for International Studies on Economic Growth, University of Rome ""Tor Vergata""";"Yes";"";"133";"Roma";"Italy";"http://www.espon.eu/main/Menu_Projects/Menu_ESPON2006Projects/Menu_CoordinatingCrossThematicProjects/lisbonstrategy.html";"";"";"IT Italy / ITALIA";"ITI  / CENTRO (IT)";"ITI4  / Lazio";"ITI43  / Roma";"133, Roma, Italy";"133";"Roma, Italy";"151570585";"W";"Notre Dame Roman Catholic Church";"1336";"West Flournoy Street";"60607";"Chicago";"Illinois";"United States of America";"amenity";"place_of_worship";-87,6605476144667;41,87347105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"roma";"Italy";"United States of America";"United States of America"
"2000 - 2006 France - Spain (FR-ES)";"ECO-REG";"Bidasoa Activa Edificio Kostorbe Avenida Iparralde s/n";"Yes";"";"20 304";"Irun";"Spain";"";"";"";"ES Spain / ESPAÑA";"ES4  / CENTRO (ES)";"ES41  / Castilla y León";"ES412  / Burgos";"20 304, Irun, Spain";"20304";"Irun, Spain";"9493868";"W";"County Road 20";NA;NA;"30447";"Gillis Springs";"Georgia";"United States of America";"highway";"residential";-82,481584;32,479246;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"irun";"Spain";"United States of America";"United States of America"
"2000 - 2006 France - Spain (FR-ES)";"Recherche, conservation et restauration de matériaux paléontologiques et réalisation de répliques pour sa diffusion";"Consorci Ruta Minera";"Yes";"Ctra de Ribes 20";"8600";"Cercs";"Spain";"";"";"";"ES Spain / ESPAÑA";"ES5  / ESTE";"ES51  / Cataluña";"ES511  / Barcelona";"8600, Cercs, Spain";"8600";"Cercs, Spain";"41283";"R";"Cercemaggiore";NA;NA;"86012";NA;"Molise";"Italy";"place";"village";14,723133;41,461326;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"cercs";"Spain";"Italy";"Italy"
"2000 - 2006 France - Spain (FR-ES)";"Plan de développement interrégional : promotion de la production artisanale et commercialisation des produits agricoles";"Consell Comarcal Valles Oriental";"Yes";"Calle Miquel Ricoma 46";"8400";"Granollers";"Spain";"";"";"";"ES Spain / ESPAÑA";"ES5  / ESTE";"ES51  / Cataluña";"ES511  / Barcelona";"8400, Granollers, Spain";"8400";"Granollers, Spain";"567190266";"W";"8400 North Street";NA;NA;"84045";"Saratoga Springs";"Utah";"United States of America";"highway";"residential";-111,937913;40,383433;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"granollers";"Spain";"United States of America";"United States of America"
"2000 - 2006 France - Spain (FR-ES)";"CEPROPAE";"Commune de Lerida Plaza Paeria";"Yes";"Plaça de la Paeria, 1";"25007";"LERIDA";"Spain";"";"";"";"ES Spain / ESPAÑA";"ES5  / ESTE";"ES51  / Cataluña";"ES513  / Lleida";"25007, LERIDA, Spain";"25007";"LERIDA, Spain";"12808329";"W";"Lerida Lane";NA;NA;"71909";"Hot Springs Village";"Arkansas";"United States of America";"highway";"residential";-92,984106;34,6469952;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"lerida";"Spain";"United States of America";"United States of America"
